10001,1069052
10002,1069052
10003,1069012
10004,1069052
10005,1069052
10006,1069052
10001,1069060
10006,1069060
10007,1069012
10004,1069060
10005,1069060
10008,1069060
10009,1069052
10009,1069060
10010,1069052
10011,1069052
10012,1069052
10002,1069060
10013,1069032
10014,1069052
10006,1069007
10015,1069052
10016,1069060
10017,1069052
10008,1069052
10018,1069052
10019,1069052
10020,1069052
10021,1069052
10022,1069052
10015,1069060
10002,1069007
10023,1069052
10014,1069012
10024,1069032
10022,1069060
10021,1069060
10010,1069012
10017,1069032
10025,1069052
10014,1069060
10001,1069007
10001,1069032
10011,1069060
10026,1069060
10006,1069010
10010,1069060
10027,1069060
10023,1069060
10006,1069032
10018,1069060
10028,1069052
10016,1069052
10020,1069060
10029,1069060
10008,1069007
10026,1069052
10030,1069052
10004,1069007
10031,1069052
10005,1069007
10022,1069010
10016,1069012
10032,1069032
10033,1069052
10034,1069052
10031,1069060
10004,1069012
10035,1069060
10029,1069052
10019,1069060
10002,1069010
10033,1069060
10026,1069012
10036,1069060
10037,1069032
10008,1069032
10037,1069052
10038,1069052
10002,1069032
10005,1069032
10039,1069060
10012,1069060
10037,1069060
10040,1069060
10041,1069052
10042,1069052
10009,1069012
10043,1069032
10008,1069010
10036,1069052
10044,1069060
10033,1069032
10035,1069052
10041,1069060
10045,1069052
10001,1069012
10024,1069052
10046,1069052
10009,1069007
10029,1069007
10047,1069052
10048,1069060
10024,1069020
10049,1069032
10010,1069007
10013,1069020
10024,1069060
10050,1069052
10040,1069052
10051,1069060
10003,1069060
10004,1069032
10023,1069032
10027,1069052
10017,1069060
10052,1069052
10024,1069017
10036,1069007
10053,1069060
10037,1069020
10022,1069032
10054,1069052
10047,1069060
10055,1069052
10056,1069052
10057,1069052
10058,1069060
10059,1069052
10033,1069017
10012,1069032
10042,1069060
10005,1069012
10005,1069010
10060,1069060
10025,1069060
10018,1069032
10014,1069007
10032,1069020
10034,1069060
10006,1069020
10061,1069052
10062,1069052
10022,1069007
10063,1069032
10064,1069060
10028,1069060
10065,1069060
10066,1069052
10054,1069060
10016,1069007
10067,1069032
10058,1069052
10001,1069010
10011,1069032
10019,1069010
10051,1069052
10044,1069032
10068,1069052
10057,1069060
10013,1069052
10069,1069052
10028,1069012
10007,1069052
10015,1069007
10070,1069060
10022,1069017
10004,1069010
10034,1069032
10052,1069060
10021,1069012
10048,1069007
10055,1069060
10044,1069010
10008,1069012
10070,1069052
10071,1069052
10007,1069060
10072,1069052
10047,1069010
10049,1069052
10068,1069060
10016,1069010
10001,1069009
10008,1069020
10006,1069017
10073,1069052
10021,1069007
10008,1069017
10003,1069052
10074,1069032
10075,1069032
10038,1069060
10040,1069032
10001,1069020
10045,1069032
10050,1069060
10049,1069060
10015,1069012
10074,1069007
10012,1069017
10072,1069060
10009,1069009
10040,1069007
10052,1069032
10026,1069007
10076,1069052
10019,1069007
10006,1069009
10041,1069007
10029,1069032
10024,1069007
10037,1069007
10011,1069007
10065,1069052
10077,1069052
10033,1069010
10072,1069032
10002,1069017
10056,1069060
10033,1069020
10078,1069060
10032,1069052
10027,1069010
10020,1069010
10017,1069020
10079,1069060
10080,1069032
10081,1069060
10027,1069007
10035,1069012
10082,1069060
10027,1069032
10026,1069032
10011,1069012
10072,1069010
10034,1069017
10083,1069032
10051,1069012
10047,1069032
10020,1069007
10046,1069060
10084,1069020
10060,1069007
10085,1069060
10044,1069007
10037,1069017
10068,1069007
10086,1069052
10087,1069052
10088,1069052
10065,1069032
10003,1069009
10039,1069052
10020,1069032
10059,1069060
10030,1069032
10007,1069009
10089,1069052
10023,1069010
10019,1069032
10022,1069020
10029,1069010
10044,1069052
10005,1069020
10024,1069010
10047,1069007
10051,1069017
10090,1069052
10091,1069052
10092,1069060
10035,1069007
